name,file,result,python_modules,duration,passed
0b42dbd687ae3b838728,output_data_2.7.yml,OtherPass,gitpython,39.614999999999995,10
0b677b13fca6cd0905ca,output_data_2.7.yml,ImportError,numpy;matplotlib;scikit-learn;scipy;compiler,788.028,0
0b7e91487dcf10c0b8e8711eb6d73bc5,output_data_3.7.yml,TypeError,numpy;tensorflow;matplotlib,1010.1210000000001,6
0b92b9ca837a0f5474c732876220db78,output_data_3.7.yml,OtherPass,flask;httplib2;google-api-python-client;oauth2client,302.79699999999997,10
0b942dd86f01efe996b8977b158c37a6,output_data_3.7.yml,OtherPass,requests,268.71500000000003,9
0b9d8a742fe0efe0fe82,output_data_2.7.yml,OtherPass,numpy;scipy;scikit-learn,212.04300000000003,10
0ba0270279a0f38280423754cea2ee1e,output_data_2.7.yml,OtherPass,keras;numpy,461.675,5
0bc7d313e7a84b708374,output_data_3.7.yml,OtherPass,hug,59.58299999999999,10
0bdd7059a08cbcd00898,output_data_2.7.yml,ImportError,numpy;keras,480.09499999999997,4
0c01b7a27e512db480847fac2cc54103,output_data_2.7.yml,ImportError,,513.115,0
0c10e910e514832b7103,output_data_2.7.yml,ImportError,,730.6339999999999,0
0c7ccae5d764ff61788fc626096e5688,output_data_2.7.yml,OtherPass,gitpython,62.36500000000001,10
0ca2272c015266e667924836364349c3,output_data_2.7.yml,OtherPass,requests;simplejson;python-jose;jwt,387.32399999999996,10
0cdd8d6adb8463961f50bd1845faddf8,output_data_3.7.yml,OtherPass,torch;nn,246.85499999999996,10
0cfe89a89b892e47e8418e281dfe318d,output_data_2.7.yml,OtherPass,django;psycopg2,240.32399999999998,10
0d1baad4e3a871587ab1,output_data_3.4.yml,OtherPass,,106.81800000000001,10
0d25683d9c8fce27edd3,output_data_2.7.yml,ImportError,titan,462.81499999999994,0
0d5a709bbb4186d1f45f2af14c65b110,output_data_3.7.yml,SyntaxError,pillow,455.425,0
0d5b3e7cc89cb2180c6e,output_data_2.7.yml,OtherPass,pillow,189.504,9
0d9745f39a034758e51e,output_data_2.7.yml,OtherPass,numpy;scipy;scikit-learn;pandas;statsmodels;matplotlib;quandl,379.786,10
0d9f91f789f0c523b0e7,output_data_3.7.yml,SyntaxError,,672.6009999999999,0
0db840f27f1f0fd0747f13ab80d0ca37,output_data_2.7.yml,OtherPass,requests;opencv-python;numpy,92.23100000000001,10
0db858e055cc2bae953b435f5116aaa8,output_data_2.7.yml,OtherPass,pbkdf2;pycryptodome,123.965,10
0e7d366d2e3623c5bb95,output_data_3.8.yml,AttributeError,pyobjc;foundation,434.425,0
0ec0c3f5ca69bac2b625,output_data_2.7.yml,OtherPass,gevent;requests;scrapy,364.48400000000004,10
0ee6dd444994fd67f63b,output_data_2.7.yml,OtherPass,scikit-image;opencv-python;numpy,318.42,9
0efb4d07f28af1c8fc1b,output_data_3.7.yml,SyntaxError,webvirtmgr;python-editor;markdown2pdf;clipboard,753.14,0
0efb90d998c59d5926ca7f4e79054361,output_data_2.7.yml,CouldNotBuildWheels,bluezero,783.325,0
0efcacfb43827ba3a6bac3356315c419,output_data_2.7.yml,OtherPass,numpy;opencv-python,60.909000000000006,10
0f450e738bf79c003253,output_data_3.7.yml,TypeError,kivy;pyjnius,60.028000000000006,10
0f575a0891cfef5f1b0024c89dcbaeea,output_data_3.8.yml,AttributeError,pyobjc,538.525,0
0f5f65ddbfa278713f58,output_data_2.7.yml,OtherPass,biopython,397.33,7
0f87efc363309e99d600e3a6300fbcff,output_data_2.7.yml,ImportError,,416.372,0
10005117,output_data_2.7.yml,OtherPass,cython;word2vec,190.07,10
10010307,output_data_3.8.yml,AttributeError,pyobjc,542.087,0
10011921,output_data_2.7.yml,NoMatchingDistribution,oauth2client;google;webapp2;jinja2;httplib2;google-api-python-client,553.137,0
10016605,output_data_2.7.yml,TypeError,lx;lxu,509.33099999999996,6
10023837,output_data_3.7.yml,NameError,sound;scene,62.54200000000001,10
1009475,output_data_2.7.yml,InvalidRequirement,_winreg,623.705,0
101323115e70bb6671d3,output_data_3.6.yml,SyntaxError,numpy;nupic;unittest2,610.98,0
10206392,output_data_2.7.yml,ImportError,,372.354,0
1023456,output_data_3.8.yml,SyntaxError,rhino,514.882,0
10235798,output_data_2.7.yml,OtherPass,django,43.801,10
1025525,output_data_2.7.yml,OtherPass,django,159.778,10
1025736,output_data_2.7.yml,ImportError,google;tipfy,484.9130000000001,0
10281460,output_data_3.7.yml,OtherPass,,31.903000000000002,10
1029336,output_data_2.7.yml,OtherPass,django,36.408,10
10295174,output_data_3.8.yml,SyntaxError,numpy;scipy;theano;ipdb,458.41499999999996,0
1029870,output_data_3.8.yml,AttributeError,pyobjc;addressbook,399.76300000000003,0
10335601,output_data_2.7.yml,NoMatchingDistribution,sublime,338.728,0
1035190,output_data_2.7.yml,DjangoPass,django,92.866,10
10354951,output_data_2.7.yml,NoMatchingDistribution,crate,499.16700000000003,0
1035890,output_data_2.7.yml,ImportError,fabric;simplejson,849.802,0
1036883,output_data_2.7.yml,OtherPass,riak;urllib3,109.627,10
1038987,output_data_2.7.yml,OtherPass,django,36.449,10
1040366,output_data_3.7.yml,SyntaxError,gensim;mecab-python,919.9570000000001,1
1041172,output_data_3.7.yml,SyntaxError,gameduino;pillow,750.7369999999999,0
1042719,output_data_2.7.yml,OtherPass,django;ldap,218.86600000000004,10
1042778,output_data_2.7.yml,OtherPass,simplejson;ujson;python-cjson,170.858,10
10438748,output_data_3.8.yml,SyntaxError,webapp2;google;ndb;google-cloud-memcache;protobuf,950.1279999999999,3
1044215,output_data_2.7.yml,DjangoPass,apsw;django,265.08599999999996,10
1045108,output_data_2.7.yml,OtherPass,selenium;lxml;scrapy,568.275,6
10491632,output_data_2.7.yml,OtherPass,image;numpy,172.517,10
1052286,output_data_2.7.yml,OtherPass,requests;python-wordpress-xmlrpc,136.01899999999998,10
1054969,output_data_2.7.yml,ImportError,,585.828,0
1055161,output_data_2.7.yml,NoMatchingDistribution,opencv-python;cv,645.0020000000001,0
10554232,output_data_2.7.yml,ImportError,servicemanager,422.55999999999995,0
1055992,output_data_2.7.yml,OtherPass,django,39.827999999999996,10
10567484,output_data_2.7.yml,OtherPass,image;numpy,148.518,10
10589494,output_data_3.7.yml,OtherPass,django-imagekit;django,158.03699999999998,10
1059647,output_data_2.7.yml,NoMatchingDistribution,,381.74699999999996,0
1065196,output_data_2.7.yml,OtherPass,django,149.03199999999998,10
1068021,output_data_2.7.yml,OtherPass,mysqlclient,45.066,10
1068255,output_data_2.7.yml,OtherPass,django,47.00600000000001,10
1068868,output_data_2.7.yml,DjangoPass,django,237.34399999999997,10
106c49a3ae6d420937aa,output_data_2.7.yml,ImportError,,378.64500000000004,0
1072977,output_data_2.7.yml,AttributeError,ldap;django_auth_ldap;ldap3,507.81499999999994,0
1074124,output_data_3.8.yml,AttributeError,twisted;txredisapi;pyopenssl,516.667,0
1074202,output_data_2.7.yml,NoMatchingDistribution,sublime,445.37,0
1074227,output_data_2.7.yml,OtherPass,gevent;redis;dnslib,328.06,10
1074551,output_data_3.7.yml,SyntaxError,numpy,687.479,0
1077318,output_data_2.7.yml,OtherPass,sunburnt;httplib2;lxml,204.43899999999996,10
1077970,output_data_2.7.yml,CouldNotBuildWheels,pyodbc,333.16200000000003,0
10792332,output_data_3.8.yml,OtherPass,,26.148000000000003,10
1082570,output_data_2.7.yml,NoMatchingDistribution,selenium;webdriver,560.485,0
1083908,output_data_3.8.yml,AttributeError,pyobjc;appkit;foundation,439.712,0
1088273,output_data_2.7.yml,ImportError,scipy;numpy,448.61199999999997,0
1091026,output_data_2.7.yml,ImportError,,384.035,0
10938795,output_data_2.7.yml,OtherPass,flask-classy;flask,243.796,9
1094832,output_data_2.7.yml,DjangoPass,django,102.374,10
10955449,output_data_3.7.yml,OtherPass,,25.794999999999998,10
1096373,output_data_3.7.yml,SyntaxError,simplecv;simplejson,609.908,0
1098968,output_data_2.7.yml,OtherPass,pillow,95.761,10
10a742de43246210f3ba,output_data_2.7.yml,OtherPass,gensim,86.41600000000001,10
10cd35b2872628246140,output_data_2.7.yml,CouldNotBuildWheels,pillow;pygobject,597.574,0
1104507,output_data_3.7.yml,OtherPass,biopython;numpy,186.09600000000003,10
1104553,output_data_2.7.yml,NoMatchingDistribution,networkx;readwrite,403.93899999999996,0
1107375,output_data_2.7.yml,OtherPass,selenium,350.207,10
11078820,output_data_3.7.yml,OtherPass,,26.965999999999998,10
1108817,output_data_2.7.yml,OtherPass,lxml;django,75.939,10
1109153,output_data_2.7.yml,OtherPass,python-dateutil,68.20700000000001,10
1112928,output_data_2.7.yml,TypeError,tweepy,138.891,10
11129975,output_data_2.7.yml,ImportError,,344.04200000000003,0
11181988,output_data_3.7.yml,SyntaxError,luigi;lib;mysqlclient,840.115,0
1118585,output_data_3.8.yml,SyntaxError,,578.178,0
11192605,output_data_2.7.yml,OtherPass,numpy;scipy,164.709,10
111c8ee32505a11ad7a6c629f277c2a4,output_data_2.7.yml,ImportError,,419.9,0
11215761,output_data_2.7.yml,ImportError,django;models;pyyaml,326.88199999999995,3
11242170,output_data_2.7.yml,OtherPass,pillow;clipboard;pyperclip,229.794,10
1124bb02a9fd4abce3d86caf2f950cb2,output_data_2.7.yml,OtherPass,tensorflow,338.26300000000003,9
1125832,output_data_2.7.yml,OtherPass,ipython,186.209,10
11280233,output_data_2.7.yml,OtherPass,mininet,55.80499999999999,10
11284662,output_data_3.8.yml,AttributeError,pyobjc;pyobjctools,534.423,0
11292725,output_data_3.7.yml,SyntaxError,adafruit_ads1x15;requests;plotly,650.474,0
1133602,output_data_2.7.yml,ImportError,,387.828,0
1134410,output_data_2.7.yml,NoMatchingDistribution,mathutils,377.366,0
113635,output_data_2.7.yml,OtherPass,django,39.42700000000001,10
11367287,output_data_2.7.yml,OtherPass,camera;pillow,232.61099999999996,9
11375647,output_data_3.7.yml,SyntaxError,,580.965,0
11378945,output_data_2.7.yml,OtherPass,django,42.036,10
1140136,output_data_2.7.yml,OtherPass,django,103.705,10
1140516,output_data_2.7.yml,OtherPass,django,97.988,9
11405336,output_data_2.7.yml,CouldNotBuildWheels,granite;pygobject,541.947,0
1142740,output_data_2.7.yml,OtherPass,fabric;pyyaml;api,292.094,6
1147973,output_data_2.7.yml,OtherPass,twisted,43.551,10
11526013,output_data_2.7.yml,OtherPass,south;django,87.235,10
11538913,output_data_2.7.yml,ImportError,,544.9730000000001,0
1160201,output_data_2.7.yml,OtherPass,django,53.104,10
1160696,output_data_2.7.yml,ImportError,,325.79499999999996,0
1161423,output_data_2.7.yml,OtherPass,django,41.778000000000006,10
1165038,output_data_2.7.yml,OtherPass,pyopenssl,88.574,10
1165344,output_data_2.7.yml,OtherPass,django,167.097,10
1177373,output_data_2.7.yml,OtherPass,redis;scrapy,336.496,10
1183767,output_data_2.7.yml,OtherPass,django,40.611000000000004,10
1183842,output_data_3.7.yml,SyntaxError,,649.287,0
1184264,output_data_2.7.yml,TypeError,pymongo;gevent,218.74200000000002,10
1186126,output_data_3.8.yml,SyntaxError,sublime,549.3340000000001,0
1189327,output_data_3.7.yml,SyntaxError,gobject;pynotify,415.46000000000004,0
1191457,output_data_2.7.yml,OtherPass,mwlib,87.98800000000001,10
1192059,output_data_2.7.yml,OtherPass,pycryptodome,42.35200000000001,10
1196291,output_data_2.7.yml,ImportError,matplotlib;numpy,771.408,0
1200485,output_data_2.7.yml,ImportError,werkzeug;flask,499.496,0
1202066,output_data_2.7.yml,OtherPass,redis;web-py,135.321,10
1202516,output_data_2.7.yml,NoMatchingDistribution,foundation;django,531.2520000000001,0
1203640,output_data_2.7.yml,OtherPass,django,46.82399999999999,10
1207636,output_data_2.7.yml,OtherPass,django,47.67399999999999,10
1210791,output_data_2.7.yml,NoMatchingDistribution,,362.447,0
1217855,output_data_2.7.yml,OtherPass,gevent,102.71000000000001,10
1218932,output_data_3.7.yml,SyntaxError,pyserial;paho-mqtt,912.9810000000001,0
1219671,output_data_2.7.yml,ImportError,,375.697,0
1219955,output_data_2.7.yml,ImportError,google;simplejson,692.81,0
1228626,output_data_2.7.yml,OtherPass,django,74.109,10
1229681,output_data_2.7.yml,OtherPass,django,147.821,10
1229685,output_data_2.7.yml,OtherPass,django,42.235,10
1229770,output_data_2.7.yml,NoMatchingDistribution,flask;werkzeug;jiffy,468.58900000000006,0
122f258ba6eaa23dd9c5,output_data_2.7.yml,OtherFailure,mathutils;io_scene_fbx,389.697,0
1231964e784ab9acb65d,output_data_3.6.yml,OtherPass,plac;ujson;spacy,899.508,8
1233846,output_data_2.7.yml,ImportError,,649.4510000000001,0
1234843,output_data_2.7.yml,OtherPass,redis;django,63.413,10
1239373,output_data_2.7.yml,OtherPass,pyyaml;beautifulsoup;beautifulsoup4,261.00100000000003,9
1239674,output_data_2.7.yml,ImportError,,361.641,0
1242589,output_data_2.7.yml,NoMatchingDistribution,foundation,448.12299999999993,0
1246146,output_data_2.7.yml,OtherPass,ez_setup;pymongo,175.91799999999998,10
1246268,output_data_2.7.yml,OtherPass,pillow,105.13200000000002,10
1248728,output_data_2.7.yml,OtherPass,django-social-auth;django,190.825,10
1251716,output_data_3.7.yml,SyntaxError,sublime,841.6499999999999,0
1253332,output_data_2.7.yml,OtherPass,python-dateutil,82.85599999999998,10
1254809,output_data_2.7.yml,NameError,levenshtein,75.26499999999999,10
125559,output_data_2.7.yml,TypeError,django;python-daemon,284.651,10
1260ba896d448bad0eebdf26b80c00cc,output_data_3.7.yml,TypeError,gym;numpy;tensorflow,510.3879999999999,10
1262332,output_data_3.7.yml,SyntaxError,pyserial;python-messaging,633.38,0
1264102,output_data_2.7.yml,OtherPass,six;django,84.073,10
1265346,output_data_2.7.yml,OtherPass,simplejson;django,60.379,10
1267632,output_data_2.7.yml,OtherPass,numpy;scipy,249.38799999999998,8
1268033,output_data_2.7.yml,OtherPass,django,41.55,10
1269098,output_data_3.7.yml,SyntaxError,cv;opencv-python,739.522,0
1269949,output_data_2.7.yml,OtherPass,django,41.937999999999995,10
127368f7dc810dd37fe18aee87dd2ee2,output_data_2.7.yml,OtherPass,psycopg2;gevent;psycogreen,106.806,10
1275204,output_data_2.7.yml,NameError,django,84.80600000000001,10
1277655,output_data_3.6.yml,SyntaxError,simplejson;couchdb,422.628,0
1283684,output_data_3.7.yml,SyntaxError,simplejson,426.03000000000003,0
1284577,output_data_2.7.yml,OtherPass,pyyaml,35.73799999999999,10
1285742,output_data_2.7.yml,ImportError,image,444.355,0
1288025,output_data_2.7.yml,OtherFailure,django;fallen;django-haystack,430.299,0
1288160dad16cc473a53,output_data_3.7.yml,OtherPass,,24.579,10
1289286,output_data_3.8.yml,SyntaxError,libtorrent,779.4469999999999,0
1290744,output_data_2.7.yml,OtherFailure,mapnik2;mapnik,706.147,0
12da69b95d010c8a810fd384cca8d02a,output_data_3.7.yml,OtherPass,,28.579,10
1303651,output_data_2.7.yml,OtherPass,django,38.43500000000001,10
130583,output_data_2.7.yml,OtherPass,django,33.988,10
1306719,output_data_3.7.yml,OtherPass,,24.654,10
1307521,snippet.py,FailedToRun,,741.0029999999999,0
1308865,output_data_2.7.yml,OtherPass,django,34.846000000000004,10
1309895,output_data_2.7.yml,ImportError,,315.53799999999995,0
130cd92dc47c56c47030,output_data_2.7.yml,OtherPass,pydub;matplotlib;numpy;pillow,171.099,10
1310549,output_data_2.7.yml,DjangoPass,django,98.687,10
1315148,output_data_2.7.yml,CouldNotBuildWheels,pyv8,491.7539999999999,0
1320970,output_data_3.7.yml,SyntaxError,gobject,815.9390000000001,0
1321295,output_data_3.7.yml,SyntaxError,scons,902.25,0
1321575,output_data_2.7.yml,OtherPass,numpy;matplotlib,338.535,5
1321585,output_data_2.7.yml,OtherPass,numpy;matplotlib,183.97,10
1323194,output_data_2.7.yml,NoMatchingDistribution,sublime_plugin,409.90299999999996,0
1326477,output_data_2.7.yml,ImportError,celery;myapp;flask-script;tasks,690.6779999999999,0
1327072,output_data_2.7.yml,OtherPass,django,42.362,10
1329319,output_data_2.7.yml,OtherPass,redis;pylibmc,159.656,8
1337131,output_data_2.7.yml,ImportError,versions;maya;sip;pyqt4,690.403,0
1338222,output_data_3.8.yml,SyntaxError,numpy;scipy,259.019,8
1342497,output_data_3.7.yml,SyntaxError,,581.0189999999999,0
1342942,output_data_2.7.yml,ImportError,numpy,419.584,0
1343455,output_data_2.7.yml,OtherFailure,txpostgres;websocket;twisted;psycopg2,492.608,0
134acb5f7423312effcc98ec56679136,output_data_3.8.yml,AttributeError,pyobjc;foundation,517.8140000000001,0
1350641,output_data_2.7.yml,OtherPass,django,168.47700000000003,10
1351047,output_data_2.7.yml,OtherPass,numpy;scikit-learn;scipy,361.789,10
1352028,output_data_3.7.yml,SyntaxError,sublime,652.371,0
1355170,output_data_2.7.yml,ImportError,flask;jinja2,698.0359999999998,0
1357185,output_data_2.7.yml,ImportError,,399.64599999999996,0
1358794,output_data_3.7.yml,SyntaxError,flask;gevent;qtgui,480.42299999999994,0
1361643,output_data_2.7.yml,ImportError,,504.34299999999996,0
13623f68e36fdad4cb67,output_data_3.7.yml,OtherPass,keyring;requests;pycryptodome,209.71800000000002,10
1362a8908be01e23041d,output_data_3.8.yml,AttributeError,pyobjc;corefoundation;foundation,399.704,0
1363730,output_data_2.7.yml,OtherPass,django,48.629999999999995,10
1367378,output_data_2.7.yml,OtherPass,ez_setup;pymongo,147.64000000000001,10
1369619,output_data_2.7.yml,OtherPass,django,38.452,10
1372780,output_data_2.7.yml,OtherPass,simplejson;ez_setup;pymongo,233.61100000000002,9
137653,output_data_3.7.yml,SyntaxError,html5lib;beautifulsoup4,464.871,0
137667,output_data_2.7.yml,NoMatchingDistribution,image;gtk,391.084,0
1379479,output_data_2.7.yml,NoMatchingDistribution,sublime,373.589,0
1379652,output_data_2.7.yml,OtherPass,django,99.82300000000001,10
1381489,output_data_2.7.yml,NoMatchingDistribution,versions;your_module_name;maya;sip;examplemodule,620.4100000000001,0
1382972,output_data_2.7.yml,OtherPass,numpy;pillow,231.39399999999995,9
1387470,output_data_2.7.yml,OtherPass,tornado,249.55499999999998,10
1388243,output_data_2.7.yml,OtherPass,django,44.571,10
1390853,output_data_2.7.yml,OtherPass,django,41.13000000000001,10
1395810,output_data_2.7.yml,ImportError,,631.175,0
139f710ca91ed5fabaf9e6616d2c762b,output_data_2.7.yml,OtherPass,numpy;gensim;scikit-learn,228.80300000000003,10
13f02f45a41ad90f454f,output_data_3.7.yml,SyntaxError,photos;pillow;webvirtmgr;keychain;clipboard;requests,604.562,0
1401195,output_data_2.7.yml,ImportError,,459.361,0
1402045,output_data_2.7.yml,OtherPass,django,44.288,10
1402892,output_data_3.7.yml,SyntaxError,scikit-learn;numpy;scipy,754.6469999999999,0
1410088,output_data_2.7.yml,ImportError,,467.15999999999997,0
1410094,output_data_3.7.yml,SyntaxError,scipy;none;nltk,553.022,0
1411980,output_data_2.7.yml,OtherPass,image,159.286,10
1417f55cb896a44e68a6,output_data_3.7.yml,SyntaxError,kivy;pyserial,853.1070000000002,0
1423116,output_data_2.7.yml,NoMatchingDistribution,cmemcached,389.789,0
1423373,output_data_2.7.yml,OtherPass,numpy;scipy;scikit-learn,237.79699999999997,10
1424374,output_data_3.7.yml,SyntaxError,dpkt;ipaddr,761.599,0
1433392,output_data_3.7.yml,OtherPass,proj,99.30799999999999,10
1433794,output_data_2.7.yml,OtherPass,gitpython,44.89000000000001,10
1435045,output_data_2.7.yml,OtherPass,twisted,49.965,10
1435555,output_data_2.7.yml,OtherPass,twisted,52.57899999999999,10
1436671,output_data_2.7.yml,ImportError,scikit-learn;numpy,628.71,0
143e65a425722dc2f3d0,output_data_2.7.yml,OtherPass,impyla;mysqlclient,474.05100000000004,6
1440567,output_data_2.7.yml,OtherPass,django,49.76099999999999,10
1440754,output_data_3.7.yml,NoMatchingDistribution,github2,644.5360000000001,2
1441019,output_data_3.7.yml,OtherPass,gobject,223.294,7
144747,output_data_2.7.yml,OtherPass,django,44.294000000000004,10
1451300,output_data_2.7.yml,ImportError,numpy;scikit-learn,344.594,3
1453629,output_data_2.7.yml,OtherPass,django,41.636,10
1459283a9c934cbc41f3,output_data_3.7.yml,SyntaxError,c4ddev,827.2299999999999,0
1467584,output_data_2.7.yml,NoMatchingDistribution,sublime;sublime_plugin,382.505,0
1473120,output_data_2.7.yml,DjangoPass,django;simplejson,265.975,9
1483322,output_data_2.7.yml,OtherPass,psycopg2;mysqlclient,76.47699999999999,10
1486762,output_data_2.7.yml,CouldNotBuildWheels,appscript;_mysql;omnigraffle,352.875,0
1495011,output_data_2.7.yml,ImportError,pyamf,413.15299999999996,0
1497850,output_data_3.7.yml,SyntaxError,ipython,621.869,0
14a8d6bf4783f4704c8a,output_data_2.7.yml,ImportError,twisted;buildbot;cactus,636.321,0
14f34c2b8153d9b4f336df8535b3416a,output_data_3.7.yml,TypeError,tensorflow;numpy,562.6300000000001,9
1507152,output_data_2.7.yml,OtherPass,gitpython,49.69,10
